x,y
57.7,-1.44942e+157
57.8,2.7505e+157
57.9,-5.21952e+157
58,9.90486e+157
58.1,-1.87961e+158
58.2,3.56685e+158
58.3,-6.76867e+158
58.4,1.28446e+159
58.5,-2.43747e+159
58.6,4.62549e+159
58.7,-8.7776e+159
58.8,1.66569e+160
58.9,-3.16091e+160
59,5.99833e+160
59.1,-1.13828e+161
59.2,2.16007e+161
59.3,-4.09907e+161
59.4,7.77863e+161
59.5,-1.47612e+162
59.6,2.80117e+162
59.7,-5.31567e+162
59.8,1.00873e+163
59.9,-1.91423e+163
60,3.63256e+163
60.1,-6.89336e+163
60.2,1.30812e+164
60.3,-2.48237e+164
60.4,4.7107e+164
60.5,-8.9393e+164
60.6,1.69637e+165
60.7,-3.21914e+165
60.8,6.10883e+165
60.9,-1.15925e+166
61,2.19986e+166
61.1,-4.17458e+166
61.2,7.92193e+166
61.3,-1.50331e+167
61.4,2.85277e+167
61.5,-5.41359e+167
61.6,1.02732e+168
61.7,-1.94949e+168
61.8,3.69948e+168
61.9,-7.02035e+168
62,1.33222e+169
62.1,-2.5281e+169
62.2,4.79748e+169
62.3,-9.10398e+169
62.4,1.72763e+170
62.5,-3.27844e+170
62.6,6.22137e+170
62.7,-1.1806e+171
62.8,2.24038e+171
62.9,-4.25148e+171
63,8.06787e+171
63.1,-1.53101e+172
63.2,2.90533e+172
63.3,-5.51332e+172
63.4,1.04624e+173
63.5,-1.98541e+173
63.6,3.76763e+173
63.7,-7.14967e+173
63.8,1.35676e+174
63.9,-2.57468e+174
64,4.88586e+174
64.1,-9.27169e+174
64.2,1.75945e+175
64.3,-3.33884e+175
64.4,6.33598e+175
64.5,-1.20235e+176
64.6,2.28166e+176
64.7,-4.3298e+176
64.8,8.21649e+176
64.9,-1.55921e+177
65,2.95885e+177
65.1,-5.61489e+177
65.2,1.06551e+178
65.3,-2.02198e+178
65.4,3.83703e+178
65.5,-7.28138e+178
65.6,1.38176e+179
65.7,-2.62211e+179
65.8,4.97586e+179
65.9,-9.44249e+179
66,1.79186e+180
66.1,-3.40035e+180
66.2,6.4527e+180
66.3,-1.2245e+181
66.4,2.32369e+181
66.5,-4.40957e+181
66.6,8.36786e+181
66.7,-1.58793e+182
66.8,3.01336e+182
66.9,-5.71832e+182
67,1.08514e+183
67.1,-2.05923e+183
67.2,3.90772e+183
67.3,-7.41552e+183
67.4,1.40721e+184
67.5,-2.67041e+184
67.6,5.06753e+184
67.7,-9.61644e+184
67.8,1.82487e+185
67.9,-3.46299e+185
68,6.57157e+185
68.1,-1.24706e+186
68.2,2.36649e+186
68.3,-4.4908e+186
68.4,8.52201e+186
68.5,-1.61719e+187
68.6,3.06887e+187
68.7,-5.82367e+187
68.8,1.10513e+188
68.9,-2.09717e+188
69,3.97971e+188
69.1,-7.55213e+188
69.2,1.43314e+189
69.3,-2.7196e+189
69.4,5.16088e+189
69.5,-9.79359e+189
69.6,1.85849e+190
69.7,-3.52678e+190
69.8,6.69263e+190
69.9,-1.27003e+191
70,2.41009e+191
70.1,-4.57353e+191
70.2,8.679e+191
70.3,-1.64698e+192
70.4,3.1254e+192
70.5,-5.93095e+192
70.6,1.12549e+193
70.7,-2.1358e+193
70.8,4.05302e+193
70.9,-7.69125e+193
71,1.45954e+194
71.1,-2.7697e+194
71.2,5.25595e+194
71.3,-9.97401e+194
71.4,1.89273e+195
71.5,-3.59175e+195
71.6,6.81592e+195
71.7,-1.29343e+196
71.8,2.45449e+196
71.9,-4.65778e+196
72,8.83888e+196
72.1,-1.67732e+197
72.2,3.18298e+197
72.3,-6.04021e+197
72.4,1.14623e+198
72.5,-2.17515e+198
72.6,4.12768e+198
72.7,-7.83294e+198
72.8,1.48642e+199
72.9,-2.82073e+199
73,5.35278e+199
73.1,-1.01578e+200
73.2,1.92759e+200
73.3,-3.65792e+200
73.4,6.94148e+200
73.5,-1.31726e+201
73.6,2.4997e+201
73.7,-4.74359e+201
73.8,9.00171e+201
73.9,-1.70822e+202
74,3.24161e+202
74.1,-6.15148e+202
74.2,1.16734e+203
74.3,-2.21522e+203
74.4,4.20372e+203
74.5,-7.97724e+203
74.6,1.51381e+204
74.7,-2.87269e+204
74.8,5.45139e+204
74.9,-1.03449e+205
75,1.9631e+205
75.1,-3.7253e+205
75.2,7.06936e+205
75.3,-1.34152e+206
75.4,2.54575e+206
75.5,-4.83097e+206
75.6,9.16754e+206
75.7,-1.73969e+207
75.8,3.30133e+207
75.9,-6.2648e+207
76,1.18885e+208
76.1,-2.25602e+208
76.2,4.28116e+208
76.3,-8.12419e+208
76.4,1.54169e+209
76.5,-2.92561e+209
76.6,5.55181e+209
76.7,-1.05354e+210
76.8,1.99927e+210
76.9,-3.79393e+210
77,7.19959e+210
77.1,-1.36624e+211
77.2,2.59265e+211
77.3,-4.91997e+211
77.4,9.33642e+211
77.5,-1.77173e+212
77.6,3.36215e+212
77.7,-6.38021e+212
77.8,1.21075e+213
77.9,-2.29758e+213
78,4.36003e+213
78.1,-8.27385e+213
78.2,1.5701e+214
78.3,-2.97951e+214
78.4,5.65409e+214
78.5,-1.07295e+215
78.6,2.0361e+215
78.7,-3.86382e+215
78.8,7.33222e+215
78.9,-1.3914e+216
79,2.64041e+216
79.1,-5.0106e+216
79.2,9.50841e+216
79.3,-1.80437e+217
79.4,3.42408e+217
79.5,-6.49775e+217
79.6,1.23305e+218
79.7,-2.33991e+218
79.8,4.44035e+218
79.9,-8.42627e+218
80,1.59902e+219
80.1,-3.03439e+219
80.2,5.75825e+219
80.3,-1.09272e+220
80.4,2.07361e+220
80.5,-3.935e+220
80.6,7.46729e+220
80.7,-1.41704e+221
80.8,2.68905e+221
80.9,-5.10291e+221
81,9.68358e+221
81.1,-1.83761e+222
81.2,3.48716e+222
81.3,-6.61745e+222
81.4,1.25577e+223
81.5,-2.38302e+223
81.6,4.52215e+223
81.7,-8.5815e+223
81.8,1.62848e+224
81.9,-3.09029e+224
82,5.86432e+224
82.1,-1.11285e+225
82.2,2.11181e+225
82.3,-4.00749e+225
82.4,7.60485e+225
82.5,-1.44314e+226
82.6,2.73859e+226
82.7,-5.19691e+226
82.8,9.86197e+226
82.9,-1.87146e+227
83,3.5514e+227
83.1,-6.73935e+227
83.2,1.2789e+228
83.3,-2.42691e+228
83.4,4.60546e+228
83.5,-8.73959e+228
83.6,1.65848e+229
83.7,-3.14722e+229
83.8,5.97235e+229
83.9,-1.13335e+230
84,2.15071e+230
84.1,-4.08132e+230
84.2,7.74495e+230
84.3,-1.46973e+231
84.4,2.78904e+231
84.5,-5.29265e+231
84.6,1.00436e+232
84.7,-1.90594e+232
84.8,3.61683e+232
84.9,-6.8635e+232
85,1.30246e+233
85.1,-2.47162e+233
85.2,4.6903e+233
85.3,-8.90059e+233
85.4,1.68903e+234
85.5,-3.2052e+234
85.6,6.08238e+234
85.7,-1.15423e+235
85.8,2.19033e+235
85.9,-4.1565e+235
86,7.88762e+235
86.1,-1.4968e+236
86.2,2.84042e+236
86.3,-5.39015e+236
86.4,1.02287e+237
86.5,-1.94105e+237
86.6,3.68345e+237
86.7,-6.98994e+237
86.8,1.32645e+238
86.9,-2.51715e+238
87,4.7767e+238
87.1,-9.06455e+238
87.2,1.72014e+239
87.3,-3.26425e+239
87.4,6.19442e+239
87.5,-1.17549e+240
87.6,2.23068e+240
87.7,-4.23307e+240
87.8,8.03293e+240
87.9,-1.52438e+241
88,2.89275e+241
88.1,-5.48944e+241
88.2,1.04171e+242
88.3,-1.97681e+242
88.4,3.75131e+242
88.5,-7.11871e+242
88.6,1.35089e+243
88.7,-2.56353e+243
88.8,4.8647e+243
88.9,-9.23154e+243
89,1.75183e+244
89.1,-3.32438e+244
89.2,6.30854e+244
89.3,-1.19715e+245
89.4,2.27177e+245
89.5,-4.31105e+245
89.6,8.18091e+245
89.7,-1.55246e+246
89.8,2.94603e+246
89.9,-5.59057e+246
90,1.0609e+247
90.1,-2.01323e+247
90.2,3.82042e+247
90.3,-7.24985e+247
90.4,1.37577e+248
90.5,-2.61075e+248
90.6,4.95431e+248
90.7,-9.4016e+248
90.8,1.7841e+249
90.9,-3.38562e+249
91,6.42475e+249
91.1,-1.2192e+250
91.2,2.31362e+250
91.3,-4.39047e+250
91.4,8.33161e+250
91.5,-1.58106e+251
91.6,3.00031e+251
91.7,-5.69356e+251
91.8,1.08044e+252
91.9,-2.05031e+252
92,3.8908e+252
92.1,-7.3834e+252
92.2,1.40112e+253
92.3,-2.65885e+253
92.4,5.04558e+253
92.5,-9.57479e+253
92.6,1.81697e+254
